"","id","data_review_id","full_review","rating_value","review_date","reviewer_name","reviewer_url","short_review","titleId"
"524",354,"rw0124873","Manolo, nuit is one of those putrid comedies that Antonio Ozores at the rate of 5 or 6 per year directed, but provided with a special enchantment. With laughter, conjugal disagreements, deceits but with I put positive and the great final triumph of the love.  Bueeeeerk!",10,"10 January 2003","yo-17","/user/ur2147035/","Wonderful","tt0068917"
"527",357,"rw4129113","There are few things as good as a great Hong Kong or Chinese action movie, so I was pretty pumped when I sat down to watch this one, especially since it was directed by the legendary Ringo Lam, who has directed some great action movies in the past. However, the end results are a real letdown, so much so that it\'s hard to believe Lam directed this. The biggest problem with the movie is that it makes almost no sense at all. I understood that there was a man seeking a cure for his dying sister, but that was about all. The movie moves from scene to scene without giving the audience enough information as to who is who and what everybody wants. The sorry story (which Lam wrote) may have been tolerable had it been for some good action movies, but honestly, the action in the movie isn\'t all that special. It\'s kind of slow and sluggish, to tell the truth. The only reason why this movie doesn\'t get just one star out of ten from me is that it looks pretty good, with expert cinematography and decent production values. But the pretty look won\'t stop you from hitting ""stop"" on your remote before even the first half hour is over.",2,"14 April 2018","Wizard-8","/user/ur0101706/","More like a Ringo Lam-e film","tt6157600"
"534",363,"rw1162180","HICCUP! BURP! HI-YAAAH! Feeling a little boozy? This movie will get you drunk in no time flat! Kung Fu of 8 Drunkards is an intense and great way to know the style of drunken fighting. Style vs. style is a way to throw off opponents, in a way, it kept him alive and kicking. HAHA! The master will torture and hound the student until the style is done right. This master will teach the pupil and torture him when he says ""Do it again!"" with slurriness in his speech. The student lives with cousin and an ungrateful uncle, who I wish to slap in his face! When he got hurt, the ungratefulness recesses in his brain. When will he ever open his eyes? Then there\'s this character named Monki, looks like one, has some fighting skills, when he got in the brawl in the game room. Gave the three goons black eyes which was very funny. Sometimes his judgment is fast, but he\'ll soon learn to understand later on. The fighter with the kinked neck who fought the guy really ""Got Smashed"" as Monki would say to the move his friend did. Everything in the movie was good, the gold and silver tigers were amazing even though, I knew they didn\'t stand a chance against The Drunken Fist. See this movie first, get drunk later. HAHAHA! Raing 3 out of 5 stars.",8,"31 August 2005","GOWBTW","/user/ur2154134/","Intoxicating!","tt0081015"
"536",365,"rw4963691","Excellent comedy, fantastic cast with amazing direction and music. All the one liner landed perfectly and kudos to the R3 batch 😆Definitely a must watch in the theatres!!! Thumbs up",9,"28 June 2019","BharathINDAME","/user/ur104553847/","A fantastic relief from the commercial cinema!!","tt9742334"
"538",367,"rw4993227","After long time Seen A Best Refreshing Movie.Very nice And Everyone Just Watch ... Really Must Watch Movie.😍😍😍",10,"13 July 2019","newsrocker","/user/ur64491719/","MUST Watch Movie","tt9742334"
"541",369,"rw4970356","What a laughing ride.....!!! I thorougly enjoyed it throughout.\nThank you Vivek Athreya for this wonderful ride of laughing riot.",10,"1 July 2019","sainikhil013","/user/ur34675669/","FANTABULOUS..............!!!","tt9742334"
"542",370,"rw4990645","The Dark comedy genre film are rare in telugu and this film joins in it.The big small film of 2019. The every department had done the justice to the film. Especially the music is the Backbone of the film especially in thriller scenes. And the perfect casting is another highlight every actor done topnotch acting. The director VIVEK ATREYA can be another star director of TOLLYWOOD",10,"12 July 2019","srujanbandari","/user/ur93207013/","AN NEW AGE FILM OF TOLLYWOOD","tt9742334"
"543",371,"rw5059925","Brochevarevarura.... movie with many beautiful Dialogues. it may not reach few expectations still its one of the best in recent times. Nivetha nailed the performance. R3 batch will be remembered. and great music by Vivek sagar.\nsongs were appropriate and apt for situations. beautiful editing and screenplay And finally the ship sailed well under Captain #vivek athreya..",9,"14 August 2019","manojsurakanti","/user/ur90274512/","R3 will be remembered and Nivetha will be Praised.","tt9742334"
"545",373,"rw5069984","One of the best movies of 2019. It is really encouraging to see innovation in the plot and screenplay in South cinema. In fact South Cinema has been producing some of the gems lately. All the caste have done their part but direction and editing is the hero of the movie.",10,"19 August 2019","Saroj-k4","/user/ur43731546/","A near perfect movie","tt9742334"
"547",374,"rw5034017","When i see this ,wow who is directer thought in my mind, story line ,comedy mistery very good",7,"1 August 2019","sony-16719","/user/ur73856391/","One of theGood films in telugu","tt9742334"
"549",376,"rw5088536","Great movie. Awesome screenplay I love that R3. It remembers me in college days. Interval block is the peak of the movie. In this movie what ever reveled will be a spoiler. Each and every scene is interlinked",8,"30 August 2019","shivaprksh719","/user/ur40597143/","Telugu cinema in a new wave","tt9742334"
"551",377,"rw5079501","This is good movie. The story, plot, and characters are the strengths of this movie. Made with a minimum budget, this movie keeps you glued to your seats all movie long.",9,"25 August 2019","ksheerasagar17","/user/ur43553079/","Complete Entertainer","tt9742334"
"553",378,"rw6394564","I would watch this movie again for the awesome interval block. I was really interested to know who is this Director who has pulled off such a script after watching the movie. Most of the movies today try to place comedy through dialogues but this one is the best as the situations are out-rightly hilarious. One of the best entertaining movies from Telugu cinema. Must watch!!",10,"24 December 2020","sriramthestranger","/user/ur108282385/","Kickass!!","tt9742334"
